event,series,ticker,title,yes_bid,yes_ask,last_price,volume,open_interest,status,close_time,pulled_at
KXNFLREC-26SEP24ATLGB,KXNFLREC,KXNFLREC-26SEP24ATLGB-ATLAHOOPER81-1,Austin Hooper: 1+ receptions,0.0000,0.0000,0.0000,0.00,0.00,initialized,2026-09-27T00:15:00Z,2026-09-24T16:14:26+00:00
KXNFLREC-26SEP24ATLGB,KXNFLREC,KXNFLREC-26SEP24ATLGB-ATLAHOOPER81-2,Austin Hooper: 2+ receptions,0.0000,0.0000,0.0000,0.00,0.00,initialized,2026-09-27T00:15:00Z,2026-09-24T16:14:26+00:00
KXNFLREC-26SEP24ATLGB,KXNFLREC,KXNFLREC-26SEP24ATLGB-ATLAHOOPER81-3,Austin Hooper: 3+ receptions,0.0000,0.0000,0.0000,0.00,0.00,initialized,2026-09-27T00:15:00Z,2026-09-24T16:14:26+00:00
KXNFLREC-26SEP24ATLGB,KXNFLREC,KXNFLREC-26SEP24ATLGB-ATLAHOOPER81-4,Austin Hooper: 4+ receptions,0.0000,0.0000,0.0000,0.00,0.00,initialized,2026-09-27T00:15:00Z,2026-09-24T16:14:26+00:00
KXNFLREC-26SEP24ATLGB,KXNFLREC,KXNFLREC-26SEP24ATLGB-ATLJDOTSON4-5,Jahan Dotson: 5+ receptions,0.0300,0.0700,0.0000,0.00,0.00,active,2026-09-27T00:15:00Z,2026-09-24T16:14:26+00:00
KXNFLREC-26SEP24ATLGB,KXNFLREC,KXNFLREC-26SEP24ATLGB-GBCWATSON9-6,Christian Watson: 6+ receptions,0.3800,0.3900,0.4000,4357.38,4357.38,active,2026-09-27T00:15:00Z,2026-09-24T16:14:26+00:00
KXNFLREC-26SEP24ATLGB,KXNFLREC,KXNFLREC-26SEP24ATLGB-GBCWATSON9-4,Christian Watson: 4+ receptions,0.7000,0.7400,0.7300,1364.89,1364.89,active,2026-09-27T00:15:00Z,2026-09-24T16:14:26+00:00
KXNFLREC-26SEP24ATLGB,KXNFLREC,KXNFLREC-26SEP24ATLGB-ATLBROBINSON7-4,Bijan Robinson: 4+ receptions,0.6800,0.6900,0.6900,1414.77,1414.77,active,2026-09-27T00:15:00Z,2026-09-24T16:14:26+00:00
KXNFLREC-26SEP24ATLGB,KXNFLREC,KXNFLREC-26SEP24ATLGB-GBSMOORE23-5,Skyy Moore: 5+ receptions,0.0100,0.0400,0.0400,232.62,232.62,active,2026-09-27T00:15:00Z,2026-09-24T16:14:26+00:00
KXNFLREC-26SEP24ATLGB,KXNFLREC,KXNFLREC-26SEP24ATLGB-ATLDLONDON5-6,Drake London: 6+ receptions,0.4600,0.4700,0.4700,23585.31,23412.14,active,2026-09-27T00:15:00Z,2026-09-24T16:14:26+00:00
KXNFLREC-26SEP24ATLGB,KXNFLREC,KXNFLREC-26SEP24ATLGB-ATLBROBINSON7-6,Bijan Robinson: 6+ receptions,0.3500,0.3600,0.3600,1666.39,1628.10,active,2026-09-27T00:15:00Z,2026-09-24T16:14:26+00:00
KXNFLREC-26SEP24ATLGB,KXNFLREC,KXNFLREC-26SEP24ATLGB-ATLOZACCHEAUS14-3,Olamide Zaccheaus: 3+ receptions,0.1500,0.1700,0.1700,220.34,220.34,active,2026-09-27T00:15:00Z,2026-09-24T16:14:26+00:00
KXNFLREC-26SEP24ATLGB,KXNFLREC,KXNFLREC-26SEP24ATLGB-ATLKPITTS8-7,Kyle Pitts Sr.: 7+ receptions,0.0800,0.0900,0.0900,244.53,244.53,active,2026-09-27T00:15:00Z,2026-09-24T16:14:26+00:00
KXNFLREC-26SEP24ATLGB,KXNFLREC,KXNFLREC-26SEP24ATLGB-ATLKPITTS8-9,Kyle Pitts Sr.: 9+ receptions,0.0100,0.0400,0.0000,0.00,0.00,active,2026-09-27T00:15:00Z,2026-09-24T16:14:26+00:00
KXNFLREC-26SEP24ATLGB,KXNFLREC,KXNFLREC-26SEP24ATLGB-ATLKPITTS8-5,Kyle Pitts Sr.: 5+ receptions,0.3000,0.3200,0.3100,420.71,406.53,active,2026-09-27T00:15:00Z,2026-09-24T16:14:26+00:00
KXNFLREC-26SEP24ATLGB,KXNFLREC,KXNFLREC-26SEP24ATLGB-ATLKPITTS8-6,Kyle Pitts Sr.: 6+ receptions,0.1500,0.1900,0.1900,339.56,339.56,active,2026-09-27T00:15:00Z,2026-09-24T16:14:26+00:00
KXNFLREC-26SEP24ATLGB,KXNFLREC,KXNFLREC-26SEP24ATLGB-ATLDLONDON5-5,Drake London: 5+ receptions,0.6200,0.6300,0.6300,8217.00,8199.79,active,2026-09-27T00:15:00Z,2026-09-24T16:14:26+00:00
KXNFLREC-26SEP24ATLGB,KXNFLREC,KXNFLREC-26SEP24ATLGB-ATLOZACCHEAUS14-4,Olamide Zaccheaus: 4+ receptions,0.0300,0.0600,0.0500,220.52,220.52,active,2026-09-27T00:15:00Z,2026-09-24T16:14:26+00:00
KXNFLREC-26SEP24ATLGB,KXNFLREC,KXNFLREC-26SEP24ATLGB-GBMGOLDEN0-10,Matthew Golden: 10+ receptions,0.0100,0.0400,0.0000,0.00,0.00,active,2026-09-27T00:15:00Z,2026-09-24T16:14:26+00:00
KXNFLREC-26SEP24ATLGB,KXNFLREC,KXNFLREC-26SEP24ATLGB-GBMGOLDEN0-5,Matthew Golden: 5+ receptions,0.4500,0.4600,0.4600,2753.36,2602.84,active,2026-09-27T00:15:00Z,2026-09-24T16:14:26+00:00
KXNFLREC-26SEP24ATLGB,KXNFLREC,KXNFLREC-26SEP24ATLGB-GBSMOORE23-4,Skyy Moore: 4+ receptions,0.0500,0.0800,0.0700,1484.03,1484.03,active,2026-09-27T00:15:00Z,2026-09-24T16:14:26+00:00
KXNFLREC-26SEP24ATLGB,KXNFLREC,KXNFLREC-26SEP24ATLGB-GBJSMITH18-4,Jonnu Smith: 4+ receptions,0.0600,0.0700,0.0900,305.94,291.93,active,2026-09-27T00:15:00Z,2026-09-24T16:14:26+00:00
KXNFLREC-26SEP24ATLGB,KXNFLREC,KXNFLREC-26SEP24ATLGB-GBJSMITH18-3,Jonnu Smith: 3+ receptions,0.1500,0.1600,0.1900,238.69,238.69,active,2026-09-27T00:15:00Z,2026-09-24T16:14:26+00:00
KXNFLREC-26SEP24ATLGB,KXNFLREC,KXNFLREC-26SEP24ATLGB-ATLJDOTSON4-2,Jahan Dotson: 2+ receptions,0.5600,0.5700,0.5700,840.75,840.75,active,2026-09-27T00:15:00Z,2026-09-24T16:14:26+00:00
KXNFLREC-26SEP24ATLGB,KXNFLREC,KXNFLREC-26SEP24ATLGB-GBTKRAFT85-6,Tucker Kraft: 6+ receptions,0.2200,0.2300,0.2400,843.92,843.92,active,2026-09-27T00:15:00Z,2026-09-24T16:14:26+00:00
KXNFLREC-26SEP24ATLGB,KXNFLREC,KXNFLREC-26SEP24ATLGB-ATLJDOTSON4-3,Jahan Dotson: 3+ receptions,0.2900,0.3100,0.3100,123.27,123.27,active,2026-09-27T00:15:00Z,2026-09-24T16:14:26+00:00
KXNFLREC-26SEP24ATLGB,KXNFLREC,KXNFLREC-26SEP24ATLGB-GBMGOLDEN0-8,Matthew Golden: 8+ receptions,0.0700,0.1000,0.1000,16.46,16.46,active,2026-09-27T00:15:00Z,2026-09-24T16:14:26+00:00
KXNFLREC-26SEP24ATLGB,KXNFLREC,KXNFLREC-26SEP24ATLGB-GBTKRAFT85-4,Tucker Kraft: 4+ receptions,0.5700,0.5800,0.5700,13225.88,11979.09,active,2026-09-27T00:15:00Z,2026-09-24T16:14:26+00:00
KXNFLREC-26SEP24ATLGB,KXNFLREC,KXNFLREC-26SEP24ATLGB-GBMLLOYD32-4,MarShawn Lloyd: 4+ receptions,0.0200,0.0600,0.0000,0.00,0.00,active,2026-09-27T00:15:00Z,2026-09-24T16:14:26+00:00
KXNFLREC-26SEP24ATLGB,KXNFLREC,KXNFLREC-26SEP24ATLGB-ATLKPITTS8-2,Kyle Pitts Sr.: 2+ receptions,0.8500,0.8600,0.8500,190.21,184.58,active,2026-09-27T00:15:00Z,2026-09-24T16:14:26+00:00
KXNFLREC-26SEP24ATLGB,KXNFLREC,KXNFLREC-26SEP24ATLGB-GBMGOLDEN0-7,Matthew Golden: 7+ receptions,0.1500,0.1800,0.2000,291.09,291.09,active,2026-09-27T00:15:00Z,2026-09-24T16:14:26+00:00
KXNFLREC-26SEP24ATLGB,KXNFLREC,KXNFLREC-26SEP24ATLGB-GBCWATSON9-10,Christian Watson: 10+ receptions,0.0200,0.0400,0.0500,207.84,207.84,active,2026-09-27T00:15:00Z,2026-09-24T16:14:26+00:00
KXNFLREC-26SEP24ATLGB,KXNFLREC,KXNFLREC-26SEP24ATLGB-GBMLLOYD32-2,MarShawn Lloyd: 2+ receptions,0.3300,0.3400,0.3400,8176.45,8175.27,active,2026-09-27T00:15:00Z,2026-09-24T16:14:26+00:00
KXNFLREC-26SEP24ATLGB,KXNFLREC,KXNFLREC-26SEP24ATLGB-ATLDLONDON5-8,Drake London: 8+ receptions,0.2000,0.2100,0.2100,1777.28,1777.28,active,2026-09-27T00:15:00Z,2026-09-24T16:14:26+00:00
KXNFLREC-26SEP24ATLGB,KXNFLREC,KXNFLREC-26SEP24ATLGB-GBJSMITH18-2,Jonnu Smith: 2+ receptions,0.3600,0.3800,0.3800,2262.45,2250.74,active,2026-09-27T00:15:00Z,2026-09-24T16:14:26+00:00
KXNFLREC-26SEP24ATLGB,KXNFLREC,KXNFLREC-26SEP24ATLGB-GBTKRAFT85-2,Tucker Kraft: 2+ receptions,0.8800,0.8900,0.8900,468.28,466.24,active,2026-09-27T00:15:00Z,2026-09-24T16:14:26+00:00
KXNFLREC-26SEP24ATLGB,KXNFLREC,KXNFLREC-26SEP24ATLGB-ATLBROBINSON7-3,Bijan Robinson: 3+ receptions,0.8200,0.8300,0.8300,535.85,527.83,active,2026-09-27T00:15:00Z,2026-09-24T16:14:26+00:00
KXNFLREC-26SEP24ATLGB,KXNFLREC,KXNFLREC-26SEP24ATLGB-GBTKRAFT85-7,Tucker Kraft: 7+ receptions,0.1100,0.1300,0.1300,96.23,96.23,active,2026-09-27T00:15:00Z,2026-09-24T16:14:26+00:00
KXNFLREC-26SEP24ATLGB,KXNFLREC,KXNFLREC-26SEP24ATLGB-GBTKRAFT85-8,Tucker Kraft: 8+ receptions,0.0300,0.0700,0.0000,0.00,0.00,active,2026-09-27T00:15:00Z,2026-09-24T16:14:26+00:00
KXNFLREC-26SEP24ATLGB,KXNFLREC,KXNFLREC-26SEP24ATLGB-ATLDLONDON5-9,Drake London: 9+ receptions,0.1100,0.1200,0.1200,1471.12,1266.51,active,2026-09-27T00:15:00Z,2026-09-24T16:14:26+00:00
KXNFLREC-26SEP24ATLGB,KXNFLREC,KXNFLREC-26SEP24ATLGB-ATLBROBINSON7-10,Bijan Robinson: 10+ receptions,0.0300,0.0600,0.0700,46.00,46.00,active,2026-09-27T00:15:00Z,2026-09-24T16:14:26+00:00
KXNFLREC-26SEP24ATLGB,KXNFLREC,KXNFLREC-26SEP24ATLGB-GBSMOORE23-2,Skyy Moore: 2+ receptions,0.4000,0.4100,0.4000,2404.49,2404.49,active,2026-09-27T00:15:00Z,2026-09-24T16:14:26+00:00
KXNFLREC-26SEP24ATLGB,KXNFLREC,KXNFLREC-26SEP24ATLGB-GBMGOLDEN0-6,Matthew Golden: 6+ receptions,0.2800,0.3000,0.3000,463.05,456.05,active,2026-09-27T00:15:00Z,2026-09-24T16:14:26+00:00
KXNFLREC-26SEP24ATLGB,KXNFLREC,KXNFLREC-26SEP24ATLGB-GBCBROOKS30-4,Chris Brooks: 4+ receptions,0.0100,0.0600,0.0000,0.00,0.00,active,2026-09-27T00:15:00Z,2026-09-24T16:14:26+00:00
KXNFLREC-26SEP24ATLGB,KXNFLREC,KXNFLREC-26SEP24ATLGB-ATLBROBINSON7-8,Bijan Robinson: 8+ receptions,0.1200,0.1500,0.1300,208.25,208.25,active,2026-09-27T00:15:00Z,2026-09-24T16:14:26+00:00
KXNFLREC-26SEP24ATLGB,KXNFLREC,KXNFLREC-26SEP24ATLGB-ATLDLONDON5-4,Drake London: 4+ receptions,0.7700,0.7800,0.7700,2391.50,2380.50,active,2026-09-27T00:15:00Z,2026-09-24T16:14:26+00:00
KXNFLREC-26SEP24ATLGB,KXNFLREC,KXNFLREC-26SEP24ATLGB-GBTKRAFT85-9,Tucker Kraft: 9+ receptions,0.0100,0.0500,0.0000,0.00,0.00,active,2026-09-27T00:15:00Z,2026-09-24T16:14:26+00:00
KXNFLREC-26SEP24ATLGB,KXNFLREC,KXNFLREC-26SEP24ATLGB-ATLKPITTS8-4,Kyle Pitts Sr.: 4+ receptions,0.4900,0.5000,0.5000,39004.86,37021.73,active,2026-09-27T00:15:00Z,2026-09-24T16:14:26+00:00
KXNFLREC-26SEP24ATLGB,KXNFLREC,KXNFLREC-26SEP24ATLGB-GBTKRAFT85-3,Tucker Kraft: 3+ receptions,0.7500,0.7700,0.7600,416.70,413.69,active,2026-09-27T00:15:00Z,2026-09-24T16:14:26+00:00
KXNFLREC-26SEP24ATLGB,KXNFLREC,KXNFLREC-26SEP24ATLGB-ATLKPITTS8-3,Kyle Pitts Sr.: 3+ receptions,0.6900,0.7200,0.7100,4418.83,4216.83,active,2026-09-27T00:15:00Z,2026-09-24T16:14:26+00:00
KXNFLREC-26SEP24ATLGB,KXNFLREC,KXNFLREC-26SEP24ATLGB-ATLDLONDON5-3,Drake London: 3+ receptions,0.8700,0.8800,0.8700,251.11,204.96,active,2026-09-27T00:15:00Z,2026-09-24T16:14:26+00:00
KXNFLREC-26SEP24ATLGB,KXNFLREC,KXNFLREC-26SEP24ATLGB-ATLDLONDON5-11,Drake London: 11+ receptions,0.0200,0.0600,0.0600,3.90,3.90,active,2026-09-27T00:15:00Z,2026-09-24T16:14:26+00:00
KXNFLREC-26SEP24ATLGB,KXNFLREC,KXNFLREC-26SEP24ATLGB-GBCWATSON9-5,Christian Watson: 5+ receptions,0.5600,0.5700,0.5700,70482.56,68926.56,active,2026-09-27T00:15:00Z,2026-09-24T16:14:26+00:00
KXNFLREC-26SEP24ATLGB,KXNFLREC,KXNFLREC-26SEP24ATLGB-GBMGOLDEN0-3,Matthew Golden: 3+ receptions,0.7900,0.8100,0.8000,134.90,87.30,active,2026-09-27T00:15:00Z,2026-09-24T16:14:26+00:00
KXNFLREC-26SEP24ATLGB,KXNFLREC,KXNFLREC-26SEP24ATLGB-GBCWATSON9-3,Christian Watson: 3+ receptions,0.8500,0.8700,0.8900,5039.00,5039.00,active,2026-09-27T00:15:00Z,2026-09-24T16:14:26+00:00
KXNFLREC-26SEP24ATLGB,KXNFLREC,KXNFLREC-26SEP24ATLGB-GBCWATSON9-7,Christian Watson: 7+ receptions,0.2400,0.2500,0.2500,5300.75,5300.75,active,2026-09-27T00:15:00Z,2026-09-24T16:14:26+00:00
KXNFLREC-26SEP24ATLGB,KXNFLREC,KXNFLREC-26SEP24ATLGB-GBCBROOKS30-3,Chris Brooks: 3+ receptions,0.1400,0.1700,0.0000,0.00,0.00,active,2026-09-27T00:15:00Z,2026-09-24T16:14:26+00:00
KXNFLREC-26SEP24ATLGB,KXNFLREC,KXNFLREC-26SEP24ATLGB-GBMGOLDEN0-4,Matthew Golden: 4+ receptions,0.6200,0.6300,0.6200,1457.86,1242.46,active,2026-09-27T00:15:00Z,2026-09-24T16:14:26+00:00
KXNFLREC-26SEP24ATLGB,KXNFLREC,KXNFLREC-26SEP24ATLGB-GBMLLOYD32-3,MarShawn Lloyd: 3+ receptions,0.1200,0.1400,0.1400,2.02,2.02,active,2026-09-27T00:15:00Z,2026-09-24T16:14:26+00:00
KXNFLREC-26SEP24ATLGB,KXNFLREC,KXNFLREC-26SEP24ATLGB-GBMGOLDEN0-9,Matthew Golden: 9+ receptions,0.0200,0.0500,0.0000,0.00,0.00,active,2026-09-27T00:15:00Z,2026-09-24T16:14:26+00:00
KXNFLREC-26SEP24ATLGB,KXNFLREC,KXNFLREC-26SEP24ATLGB-ATLDLONDON5-10,Drake London: 10+ receptions,0.0600,0.0700,0.0700,1532.07,1344.38,active,2026-09-27T00:15:00Z,2026-09-24T16:14:26+00:00
KXNFLREC-26SEP24ATLGB,KXNFLREC,KXNFLREC-26SEP24ATLGB-ATLDLONDON5-7,Drake London: 7+ receptions,0.3200,0.3300,0.3300,8818.37,8644.49,active,2026-09-27T00:15:00Z,2026-09-24T16:14:26+00:00
KXNFLREC-26SEP24ATLGB,KXNFLREC,KXNFLREC-26SEP24ATLGB-ATLBROBINSON7-9,Bijan Robinson: 9+ receptions,0.0700,0.0800,0.1000,189.00,189.00,active,2026-09-27T00:15:00Z,2026-09-24T16:14:26+00:00
KXNFLREC-26SEP24ATLGB,KXNFLREC,KXNFLREC-26SEP24ATLGB-ATLKPITTS8-8,Kyle Pitts Sr.: 8+ receptions,0.0200,0.0500,0.0500,32.00,32.00,active,2026-09-27T00:15:00Z,2026-09-24T16:14:26+00:00
KXNFLREC-26SEP24ATLGB,KXNFLREC,KXNFLREC-26SEP24ATLGB-GBMGOLDEN0-2,Matthew Golden: 2+ receptions,0.9000,0.9100,0.9300,115.76,115.76,active,2026-09-27T00:15:00Z,2026-09-24T16:14:26+00:00
KXNFLREC-26SEP24ATLGB,KXNFLREC,KXNFLREC-26SEP24ATLGB-GBTKRAFT85-5,Tucker Kraft: 5+ receptions,0.3600,0.3800,0.3800,3402.17,3303.55,active,2026-09-27T00:15:00Z,2026-09-24T16:14:26+00:00
KXNFLREC-26SEP24ATLGB,KXNFLREC,KXNFLREC-26SEP24ATLGB-ATLBROBINSON7-7,Bijan Robinson: 7+ receptions,0.2200,0.2300,0.2300,519.82,518.82,active,2026-09-27T00:15:00Z,2026-09-24T16:14:26+00:00
KXNFLREC-26SEP24ATLGB,KXNFLREC,KXNFLREC-26SEP24ATLGB-GBCBROOKS30-2,Chris Brooks: 2+ receptions,0.3700,0.3800,0.3800,2081.13,1819.97,active,2026-09-27T00:15:00Z,2026-09-24T16:14:26+00:00
KXNFLREC-26SEP24ATLGB,KXNFLREC,KXNFLREC-26SEP24ATLGB-GBCWATSON9-9,Christian Watson: 9+ receptions,0.0600,0.0900,0.0900,575.80,565.71,active,2026-09-27T00:15:00Z,2026-09-24T16:14:26+00:00
KXNFLREC-26SEP24ATLGB,KXNFLREC,KXNFLREC-26SEP24ATLGB-GBJSMITH18-5,Jonnu Smith: 5+ receptions,0.0000,0.0400,0.0000,0.00,0.00,active,2026-09-27T00:15:00Z,2026-09-24T16:14:26+00:00
KXNFLREC-26SEP24ATLGB,KXNFLREC,KXNFLREC-26SEP24ATLGB-ATLJDOTSON4-4,Jahan Dotson: 4+ receptions,0.1400,0.1600,0.1300,3.00,3.00,active,2026-09-27T00:15:00Z,2026-09-24T16:14:26+00:00
KXNFLRECYDS-26SEP24ATLGB,KXNFLRECYDS,KXNFLRECYDS-26SEP24ATLGB-GBTKRAFT85-100,Tucker Kraft: 100+ receiving yards,0.0700,0.0800,0.0800,1668.76,1668.76,active,2026-09-27T00:15:00Z,2026-09-24T16:14:26+00:00
KXNFLRECYDS-26SEP24ATLGB,KXNFLRECYDS,KXNFLRECYDS-26SEP24ATLGB-GBSMOORE23-25,Skyy Moore: 25+ receiving yards,0.2200,0.2300,0.2300,1460.12,1343.05,active,2026-09-27T00:15:00Z,2026-09-24T16:14:26+00:00
KXNFLRECYDS-26SEP24ATLGB,KXNFLRECYDS,KXNFLRECYDS-26SEP24ATLGB-ATLOZACCHEAUS14-50,Olamide Zaccheaus: 50+ receiving yards,0.0200,0.0500,0.0400,100.00,100.00,active,2026-09-27T00:15:00Z,2026-09-24T16:14:26+00:00
KXNFLRECYDS-26SEP24ATLGB,KXNFLRECYDS,KXNFLRECYDS-26SEP24ATLGB-GBCWATSON9-25,Christian Watson: 25+ receiving yards,0.8600,0.8700,0.8800,1157.55,1156.42,active,2026-09-27T00:15:00Z,2026-09-24T16:14:26+00:00
KXNFLRECYDS-26SEP24ATLGB,KXNFLRECYDS,KXNFLRECYDS-26SEP24ATLGB-ATLDLONDON5-80,Drake London: 80+ receiving yards,0.3500,0.3600,0.3600,14808.53,13249.96,active,2026-09-27T00:15:00Z,2026-09-24T16:14:26+00:00
KXNFLRECYDS-26SEP24ATLGB,KXNFLRECYDS,KXNFLRECYDS-26SEP24ATLGB-GBMGOLDEN0-110,Matthew Golden: 110+ receiving yards,0.0700,0.0800,0.0800,503.15,503.15,active,2026-09-27T00:15:00Z,2026-09-24T16:14:26+00:00
KXNFLRECYDS-26SEP24ATLGB,KXNFLRECYDS,KXNFLRECYDS-26SEP24ATLGB-GBJSMITH18-15,Jonnu Smith: 15+ receiving yards,0.3100,0.3400,0.3400,21697.57,21622.57,active,2026-09-27T00:15:00Z,2026-09-24T16:14:26+00:00
KXNFLRECYDS-26SEP24ATLGB,KXNFLRECYDS,KXNFLRECYDS-26SEP24ATLGB-GBMGOLDEN0-130,Matthew Golden: 130+ receiving yards,0.0400,0.0600,0.0600,495.95,465.68,active,2026-09-27T00:15:00Z,2026-09-24T16:14:26+00:00
KXNFLRECYDS-26SEP24ATLGB,KXNFLRECYDS,KXNFLRECYDS-26SEP24ATLGB-ATLBROBINSON7-60,Bijan Robinson: 60+ receiving yards,0.2400,0.2500,0.2500,1613.98,1613.98,active,2026-09-27T00:15:00Z,2026-09-24T16:14:26+00:00
KXNFLRECYDS-26SEP24ATLGB,KXNFLRECYDS,KXNFLRECYDS-26SEP24ATLGB-GBMGOLDEN0-60,Matthew Golden: 60+ receiving yards,0.4300,0.4400,0.4400,5917.82,5863.00,active,2026-09-27T00:15:00Z,2026-09-24T16:14:26+00:00
KXNFLRECYDS-26SEP24ATLGB,KXNFLRECYDS,KXNFLRECYDS-26SEP24ATLGB-GBSMOORE23-40,Skyy Moore: 40+ receiving yards,0.0800,0.0900,0.1000,1209.43,1169.03,active,2026-09-27T00:15:00Z,2026-09-24T16:14:26+00:00
KXNFLRECYDS-26SEP24ATLGB,KXNFLRECYDS,KXNFLRECYDS-26SEP24ATLGB-ATLBROBINSON7-40,Bijan Robinson: 40+ receiving yards,0.5000,0.5100,0.5100,11754.54,11311.69,active,2026-09-27T00:15:00Z,2026-09-24T16:14:26+00:00
KXNFLRECYDS-26SEP24ATLGB,KXNFLRECYDS,KXNFLRECYDS-26SEP24ATLGB-ATLKPITTS8-80,Kyle Pitts Sr.: 80+ receiving yards,0.0900,0.1000,0.1000,5675.25,5671.25,active,2026-09-27T00:15:00Z,2026-09-24T16:14:26+00:00
KXNFLRECYDS-26SEP24ATLGB,KXNFLRECYDS,KXNFLRECYDS-26SEP24ATLGB-ATLJDOTSON4-40,Jahan Dotson: 40+ receiving yards,0.2000,0.2100,0.2100,478.60,478.60,active,2026-09-27T00:15:00Z,2026-09-24T16:14:26+00:00
KXNFLRECYDS-26SEP24ATLGB,KXNFLRECYDS,KXNFLRECYDS-26SEP24ATLGB-GBCWATSON9-80,Christian Watson: 80+ receiving yards,0.4000,0.4100,0.4100,2727.00,2717.53,active,2026-09-27T00:15:00Z,2026-09-24T16:14:26+00:00
KXNFLRECYDS-26SEP24ATLGB,KXNFLRECYDS,KXNFLRECYDS-26SEP24ATLGB-GBCWATSON9-40,Christian Watson: 40+ receiving yards,0.7500,0.7700,0.7700,1493.61,1490.61,active,2026-09-27T00:15:00Z,2026-09-24T16:14:26+00:00
KXNFLRECYDS-26SEP24ATLGB,KXNFLRECYDS,KXNFLRECYDS-26SEP24ATLGB-ATLJDOTSON4-60,Jahan Dotson: 60+ receiving yards,0.0700,0.0800,0.0800,505.95,495.65,active,2026-09-27T00:15:00Z,2026-09-24T16:14:26+00:00
KXNFLRECYDS-26SEP24ATLGB,KXNFLRECYDS,KXNFLRECYDS-26SEP24ATLGB-GBJSMITH18-50,Jonnu Smith: 50+ receiving yards,0.0400,0.0500,0.0500,7833.36,7374.24,active,2026-09-27T00:15:00Z,2026-09-24T16:14:26+00:00
KXNFLRECYDS-26SEP24ATLGB,KXNFLRECYDS,KXNFLRECYDS-26SEP24ATLGB-GBJSMITH18-25,Jonnu Smith: 25+ receiving yards,0.1600,0.1700,0.1700,10969.96,10968.96,active,2026-09-27T00:15:00Z,2026-09-24T16:14:26+00:00
KXNFLRECYDS-26SEP24ATLGB,KXNFLRECYDS,KXNFLRECYDS-26SEP24ATLGB-GBMGOLDEN0-80,Matthew Golden: 80+ receiving yards,0.2300,0.2600,0.2600,9476.52,9455.69,active,2026-09-27T00:15:00Z,2026-09-24T16:14:26+00:00
KXNFLRECYDS-26SEP24ATLGB,KXNFLRECYDS,KXNFLRECYDS-26SEP24ATLGB-ATLKPITTS8-25,Kyle Pitts Sr.: 25+ receiving yards,0.6700,0.6900,0.6800,5496.36,5404.21,active,2026-09-27T00:15:00Z,2026-09-24T16:14:26+00:00
