player,team,pos,opp,pts_ppr,pass_att,pass_cmp,pass_inc,pass_yd,pass_td,pass_int,pass_sack,pass_fd,rush_att,rush_yd,rush_td,rush_fd,rec,rec_tgt,rec_yd,rec_td,rec_fd,fum_lost,pts_allow,fgm,xpm,sack,int,fum_rec,def_td
Jaelen Gill,,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cyril Grayson,,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,
T.J. Luther,,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mekale McKay,,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,
Malick Meiga,SEA,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zay Jones,,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cameron Dorner,NE,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thomas Hennigan,,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jordyn Tyson,NO,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,
Malcolm Perry,,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,
Noel Thomas,,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,
Taj Williams,,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michael Young,,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,
Noah Short,,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,
Coleman Owen,,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,
Travis Fulgham,,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,
Papi White,,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trishton Jackson,,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,
Daylen Baldwin,,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,
Darius Lassiter,,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dylan Drummond,ATL,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,
Richard Mullaney,,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,
De'Mornay Pierson-El,,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nate McCollum,,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,
Levern Jacobs,,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mac Hippenhammer,,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fred Brown,,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,
John Jiles,,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,
Malcolm Lewis,,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jalen Wayne,,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kisean Johnson,,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,
DeAndre Reaves,,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stanley Berryhill,,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,
Robert Woods,,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shedrick Jackson,BAL,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,
Terrace Marshall,,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nick Holley,,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,
T.Y. Hilton,,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jeremiah Webb,NE,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,
Damion Ratley,,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,
Paul Richardson,,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dillon Stoner,,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kaylon Horton,,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dominic Lovett,DET,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gavin Lutman,,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dont'e Thornton,LV,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jaray Jenkins,,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,
