player,team,pos,opp,pts_ppr,pass_att,pass_cmp,pass_inc,pass_yd,pass_td,pass_int,pass_sack,pass_fd,rush_att,rush_yd,rush_td,rush_fd,rec,rec_tgt,rec_yd,rec_td,rec_fd,fum_lost,pts_allow,fgm,xpm,sack,int,fum_rec,def_td
Erick All,CIN,TE,PIT,2.79,,,,,,,,,,,,,1.19,1.57,11.29,0.08,1.13,0.0,,,,,,,
Durham Smythe,BAL,TE,DAL,2.64,,,,,,,,,,,,,1.08,1.35,11.92,0.06,1.19,0.0,,,,,,,
Drew Sample,CIN,TE,PIT,2.62,,,,,,,,,,,,,1.18,1.47,10.41,0.07,1.04,0.0,,,,,,,
Josh Oliver,MIN,TE,TB,2.48,,,,,,,,,,,,,0.98,1.28,10.49,0.08,1.05,0.0,,,,,,,
Austin Hooper,ATL,TE,GB,2.34,,,,,,,,,,,,,0.94,1.33,9.52,0.07,0.95,0.0,,,,,,,
Ben Sinnott,WAS,TE,SEA,2.25,,,,,,,,,,,,,1.09,1.4,8.98,0.04,0.9,0.0,,,,,,,
Blake Whiteheart,CLE,TE,CAR,2.18,,,,,,,,,,,,,0.86,1.29,8.1,0.08,0.81,0.0,,,,,,,
Matt Hibner,BAL,TE,DAL,2.14,,,,,,,,,,,,,0.81,1.08,9.69,0.06,0.97,0.0,,,,,,,
Daniel Bellinger,TEN,TE,NYG,2.12,,,,,,,,,,,,,0.89,1.13,9.3,0.05,0.93,0.0,,,,,,,
Luke Farrell,SF,TE,ARI,2.01,,,,,,,,,,,,,0.89,1.01,7.86,0.05,0.79,0.0,,,,,,,
Sam Roush,CHI,TE,PHI,2.0,,,,,,,,,,,,,0.92,1.4,8.11,0.05,0.81,0.0,,,,,,,
Jeremy Ruckert,NYJ,TE,DET,1.99,,,,,,,,,,,,,0.94,1.21,7.23,0.06,0.72,0.0,,,,,,,
Adam Trautman,DEN,TE,LAR,1.93,,,,,,,,,,,,,0.78,1.06,8.01,0.06,0.8,0.0,,,,,,,
Oscar Delp,NO,TE,LV,1.91,,,,,,,,,,,,,0.87,1.06,7.11,0.06,0.71,0.0,,,,,,,
Elijah Higgins,ARI,TE,SF,1.82,,,,,,,,,,,,,0.85,1.03,7.75,0.03,0.77,0.0,,,,,,,
Eli Raridon,NE,TE,JAX,1.81,,,,,,,,,,,,,0.73,0.96,7.28,0.06,0.73,0.0,,,,,,,
Brock Wright,DET,TE,NYJ,1.8,,,,,,,,,,,,,0.76,0.95,6.84,0.06,0.68,0.0,,,,,,,
Marlin Klein,HOU,TE,IND,1.79,,,,,,,,,,,,,0.78,0.95,7.71,0.04,0.77,0.0,,,,,,,
John Bates,WAS,TE,SEA,1.65,,,,,,,,,,,,,0.74,1.04,6.7,0.04,0.67,0.0,,,,,,,
Tyler Higbee,LAR,TE,DEN,1.65,,,,,,,,,,,,,0.68,1.01,6.81,0.05,0.68,0.0,,,,,,,
Nate Adkins,DEN,TE,LAR,1.61,,,,,,,,,,,,,0.65,0.88,6.11,0.06,0.61,0.0,,,,,,,
Luke Schoonmaker,DAL,TE,BAL,1.6,,,,,,,,,,,,,0.71,0.93,7.11,0.03,0.71,0.0,,,,,,,
Mitchell Evans,CAR,TE,CLE,1.56,,,,,,,,,,,,,0.67,0.94,6.42,0.04,0.64,0.0,,,,,,,
Nate Boerkircher,JAX,TE,NE,1.46,,,,,,,,,,,,,0.63,0.88,5.83,0.04,0.58,0.0,,,,,,,
Tanner Koziol,JAX,TE,NE,1.24,,,,,,,,,,,,,0.52,0.74,4.9,0.04,0.49,0.0,,,,,,,
Brevyn Spann-Ford,DAL,TE,BAL,1.24,,,,,,,,,,,,,0.53,0.75,5.53,0.03,0.55,0.0,,,,,,,
Jackson Hawes,BUF,TE,LAC,1.17,,,,,,,,,,,,,0.48,0.64,4.98,0.03,0.5,0.0,,,,,,,
