player,team,pos,opp,solo,ast,sack,int,pd,tfl,ff,fr,def_td
Andrew Van Ginkel,MIN,LB,TB,2.28,1.5,0.47,0.11,0.44,0.67,,0.06,
Bradley Chubb,BUF,LB,LAC,1.46,1.46,0.55,,0.06,0.52,0.12,0.06,
Danielle Hunter,HOU,DE,IND,1.62,1.25,0.68,,0.16,0.73,0.1,,
Nik Bonitto,DEN,LB,LAR,1.63,0.77,0.66,,0.1,0.77,0.1,,
Nick Herbig,PIT,LB,CIN,1.22,0.69,0.48,,0.11,0.64,0.16,0.05,
Abdul Carter,NYG,DL,TEN,1.51,1.24,0.46,,,0.48,0.16,0.05,
Brian Burns,NYG,DE,TEN,2.02,1.42,0.51,,0.3,0.91,0.1,0.05,
Byron Young,LAR,LB,DEN,2.03,1.82,0.59,,,0.59,0.05,,
Micah Parsons,GB,LB,ATL,0.92,0.74,0.52,,0.06,0.52,0.11,,
Dallas Turner,MIN,LB,TB,1.72,1.67,0.5,,0.22,0.67,0.11,,
David Bailey,NYJ,LB,DET,1.07,0.92,0.41,,,0.36,0.1,0.05,
Rashan Gary,DAL,LB,BAL,1.34,1.05,0.41,,0.06,0.41,0.06,0.06,
Yaya Diaby,TB,DL,MIN,1.53,1.12,0.43,,0.05,0.61,0.05,0.05,
Jaelan Phillips,CAR,LB,CLE,1.48,1.37,0.42,,0.16,0.37,0.05,0.05,
Josh Hines-Allen,JAX,DE,NE,1.58,1.15,0.52,,0.11,0.6,0.05,,
Odafe Oweh,WAS,LB,SEA,1.05,0.85,0.52,,,0.4,0.05,,
Boye Mafe,CIN,DL,PIT,2.03,1.02,0.45,,0.28,0.45,0.11,,
Terrel Bernard,BUF,LB,LAC,4.65,2.79,0.06,0.12,0.19,0.43,,0.12,
Will McDonald,NYJ,DE,DET,0.98,0.6,0.49,,0.05,0.54,0.05,,
Demetrius Knight,CIN,LB,PIT,4.52,2.13,0.16,0.11,0.43,0.32,0.05,0.05,
Uchenna Nwosu,SEA,LB,WAS,1.03,1.03,0.52,,0.11,0.34,,,
Nate Landman,LAR,LB,DEN,3.63,2.44,0.11,0.06,0.34,0.4,0.17,0.06,
Akheem Mesidor,LAC,DL,BUF,0.88,0.72,0.33,,0.11,0.22,0.06,0.06,
K'Lavon Chaisson,WAS,LB,SEA,0.9,0.6,0.3,,0.05,0.4,0.1,0.05,
Jack Campbell,DET,LB,NYJ,4.63,4.28,0.14,,0.23,0.4,0.11,0.11,
Sonny Styles,WAS,LB,SEA,3.42,2.39,0.12,0.05,0.23,0.33,0.09,0.09,
Fred Warner,SF,LB,ARI,4.01,3.19,0.09,0.06,0.23,0.35,0.17,0.06,
Jonathan Greenard,PHI,DE,CHI,1.63,0.96,0.42,,0.17,0.73,0.06,,
Zack Baun,PHI,LB,CHI,3.66,3.32,0.14,0.06,0.23,0.45,0.11,0.06,
Jacob Rodriguez,MIA,LB,KC,2.69,1.68,0.1,0.05,0.05,0.29,0.1,0.1,
Jacob Martin,TEN,DE,NYG,0.1,0.05,0.46,,,0.05,,,
Roquan Smith,BAL,LB,DAL,4.83,3.9,0.09,0.12,0.25,0.25,,0.06,
Nolan Smith,PHI,LB,CHI,1.07,0.96,0.28,,0.06,0.17,0.06,0.06,
Arvell Reese,NYG,LB,TEN,2.58,2.18,0.18,,0.1,0.3,0.05,0.1,
Edgerrin Cooper,GB,LB,ATL,3.72,3.09,0.2,,0.23,0.4,0.11,0.06,
Trevin Wallace,NYJ,LB,DET,2.17,1.52,0.14,0.05,0.27,0.33,0.05,0.05,
Jonathon Cooper,DEN,DL,LAR,1.14,0.81,0.3,0.05,0.11,0.27,,,
Donovan Ezeiruaku,DAL,DL,BAL,2.05,2.34,0.35,,,0.76,0.06,,
Tavius Robinson,BAL,DE,DAL,0.87,0.74,0.4,,0.06,0.12,,,
Jihaad Campbell,PHI,LB,CHI,2.98,2.53,0.06,0.06,0.34,0.23,0.11,0.06,
Khalil Mack,LAC,LB,BUF,0.77,0.66,0.28,,0.28,0.28,0.11,,
Bobby Okereke,CAR,LB,CLE,3.36,2.91,0.06,0.06,0.28,0.17,0.11,0.06,
Austin Ajiake,IND,LB,HOU,1.4,1.03,,,,0.05,0.16,0.11,
Nakobe Dean,LV,LB,NO,4.46,2.96,0.22,,0.11,0.59,0.05,0.05,
Ventrell Miller,JAX,LB,NE,3.59,3.54,0.14,0.06,0.29,0.35,0.12,,
