player,team,pos,opp,solo,ast,sack,int,pd,tfl,ff,fr,def_td
Chase Middleton,,LB,,,,,,,,,,
Leonard Floyd,,LB,,,,,,,,,,
Kenneth Murray,HOU,LB,,,,,,,,,,
Brendon White,NYJ,LB,,,,,,,,,,
Bryson Allen-Williams,,OLB,,,,,,,,,,
Tyler Marcordes,,OLB,,,,,,,,,,
Demone Harris,,DE,,,,,,,,,,
Matt Harmon,,LB,,,,,,,,,,
Devin Veresuk,,LB,,,,,,,,,,
Jared Norris,,LB,,,,,,,,,,
Chris Covington,,LB,,,,,,,,,,
Jack Dingle,,LB,,,,,,,,,,
Romeo Okwara,,LB,,,,,,,,,,
Josh Woods,ATL,LB,,,,,,,,,,
L.J. Fort,,LB,,,,,,,,,,
Ben Niemann,,LB,,,,,,,,,,
Cam Brown,,LB,,,,,,,,,,
Airius Moore,,ILB,,,,,,,,,,
Aaron Adeoye,,LB,,,,,,,,,,
Markus Bailey,,LB,,,,,,,,,,
Joseph Vaughn,,LB,,,,,,,,,,
Thomas Davis,,LB,,,,,,,,,,
Reshard Cliett,,OLB,,,,,,,,,,
J.J. Weaver,,LB,,,,,,,,,,
James Skalski,,LB,,,,,,,,,,
Arron Mosby,GB,LB,,,,,,,,,,
Matthew Jester,,LB,,,,,,,,,,
Elliott Brown,,LB,,,,,,,,,,
Jackson Sirmon,NO,LB,,,,,,,,,,
Andre Carter,LAC,LB,,,,,,,,,,
Nate Orchard,,DE,,,,,,,,,,
Joel Lanning,,OLB,,,,,,,,,,
Justin Horton,,OLB,,,,,,,,,,
Tuf Borland,,LB,,,,,,,,,,
Dominique Tovell,,OLB,,,,,,,,,,
Vince Williams,,LB,,,,,,,,,,
Paddy Fisher,,LB,,,,,,,,,,
D.J. Coleman,,LB,,,,,,,,,,
Aaron Donkor,,LB,,,,,,,,,,
Chris Orr,,LB,,,,,,,,,,
Garret Dooley,,OLB,,,,,,,,,,
Abner Logan,,LB,,,,,,,,,,
Tre' Crawford,,ILB,,,,,,,,,,
Shad Banks,,LB,,,,,,,,,,
Jaylon Ferguson,,LB,,,,,,,,,,
Mike Jones,,LB,,,,,,,,,,
Marvin Pierre,,LB,,,,,,,,,,
Matt Galambos,,ILB,,,,,,,,,,
Drew Lewis,,ILB,,,,,,,,,,
Kyahva Tezino,,LB,,,,,,,,,,
Cedric Gray,TEN,LB,,,,,,,,,,
Brandon Copeland,,LB,,,,,,,,,,
Josiah Trotter,TB,LB,,,,,,,,,,
Mike Rose,,LB,,,,,,,,,,
Baylon Spector,,LB,,,,,,,,,,
Christian Kirksey,,LB,,,,,,,,,,
Josh Martin,,LB,,,,,,,,,,
B.J. Bello,,LB,,,,,,,,,,
Marcus Haynes,,LB,,,,,,,,,,
Eric Kendricks,,LB,,,,,,,,,,
Caliph Brice,,LB,,,,,,,,,,
Denzel Perryman,LAC,LB,,,,,,,,,,
Alvin Jones,,ILB,,,,,,,,,,
Cassius Marsh,,LB,,,,,,,,,,
Storey Jackson,,LB,,,,,,,,,,
Craig Young,,LB,,,,,,,,,,
David Long,,LB,,,,,,,,,,
Eric Striker,,OLB,,,,,,,,,,
Dasman McCullum,,OLB,,,,,,,,,,
Kenny Young,,LB,,,,,,,,,,
Aubrey Miller,,LB,,,,,,,,,,
Raymond Davison,,ILB,,,,,,,,,,
C.J. Avery,,LB,,,,,,,,,,
Jeff Knox,,OLB,,,,,,,,,,
Germaine Pratt,,LB,,,,,,,,,,
Dedrick Young,,ILB,,,,,,,,,,
Kamalei Correa,,LB,,,,,,,,,,
Daveren Rayner,,LB,,,,,,,,,,
Dante Booker,,OLB,,,,,,,,,,
Jaden Keller,NYJ,LB,,,,,,,,,,
Dyontae Johnson,,LB,,,,,,,,,,
Khaylan Kearse-Thomas,,LB,,,,,,,,,,
Charmeachealle Moore,,OLB,,,,,,,,,,
William Bradley-King,,DE,,,,,,,,,,
Omari Cobb,,LB,,,,,,,,,,
Lavonte David,,LB,,,,,,,,,,
Kendrick Blackshire,,LB,,,,,,,,,,
Xavian Sorey,,LB,,,,,,,,,,
Isaiah Smith,,LB,,,,,,,,,,
Kylan Johnson,,LB,,,,,,,,,,
Jadeveon Clowney,HOU,DE,,,,,,,,,,
Jermaine Carter,,LB,,,,,,,,,,
Mapalo Mwansa,CAR,LB,,,,,,,,,,
Dwayne Norman,,OLB,,,,,,,,,,
Jalon Walker,ATL,DL,,,,,,,,,,
Jesse Luketa,,LB,,,,,,,,,,
Joe Dineen,,ILB,,,,,,,,,,
Albert McClellan,,LB,,,,,,,,,,
Amen Ogbongbemiga,DET,LB,,,,,,,,,,
Titus Leo,,LB,,,,,,,,,,
K.J. Cloyd,,LB,,,,,,,,,,
Charlie Thomas,,LB,,,,,,,,,,
Matthew Adams,,LB,,,,,,,,,,
Shilique Calhoun,,LB,,,,,,,,,,
Benardrick McKinney,,LB,,,,,,,,,,
Nick Jackson,,LB,,,,,,,,,,
Kevin Anderson,,OLB,,,,,,,,,,
Curtis Jacobs,,LB,,,,,,,,,,
Chase Williams,CLE,ILB,,,,,,,,,,
Tobenna Okeke,,OLB,,,,,,,,,,
Anthony Barr,,LB,,,,,,,,,,
Jaylen Moody,,LB,,,,,,,,,,
Darrian Beavers,,LB,,,,,,,,,,
