player,team,pos,opp,solo,ast,sack,int,pd,tfl,ff,fr,def_td
Jalen Allison,,DB,,,,,,,,,,
Robert Javier,,CB,,,,,,,,,,
Eric Weddle,LAR,FS,,,,,,,,,,
Torry McTyer,,CB,,,,,,,,,,
Caesar Dancy-Williams,,CB,,,,,,,,,,
Marquis Waters,,DB,,,,,,,,,,
Jarod Washington,,DB,,,,,,,,,,
Ryan Cooper,,CB,,,,,,,,,,
D.J. Miller,,CB,,,,,,,,,,
Drey Norwood,,CB,,,,,,,,,,
Mike Edwards,,DB,,,,,,,,,,
Kedrick Whitehead,,DB,,,,,,,,,,
Patrick McMorris,,DB,,,,,,,,,,
Parry Nickerson,,CB,,,,,,,,,,
Nigel Warrior,,DB,,,,,,,,,,
Raysean Pringle,,SS,,,,,,,,,,
Jalen Kimber,,CB,,,,,,,,,,
Justin Bethel,,DB,,,,,,,,,,
Marcus Banks,,DB,,,,,,,,,,
Javon Hagan,,DB,,,,,,,,,,
Quinton Dunbar,,CB,,,,,,,,,,
Nasir Greer,,DB,,,,,,,,,,
Nate Ebner,NYG,DB,,,,,,,,,,
Kendall Fuller,,CB,,,,,,,,,,
Jaylon Guilbeau,,CB,,,,,,,,,,
David Long,NO,CB,,,,,,,,,,
Darrick Forrest,SF,DB,,,,,,,,,,
Chris Wilcox,,CB,,,,,,,,,,
Joshua Kalu,,DB,,,,,,,,,,
D.K. Kaufman,,DB,,,,,,,,,,
Brent Austin,DEN,DB,,,,,,,,,,
Saivion Smith,,CB,,,,,,,,,,
Dee Virgin,,DB,,,,,,,,,,
Brandin Echols,PIT,CB,,,,,,,,,,
P.J. Williams,,CB,,,,,,,,,,
Jordan Clark,NYJ,DB,,,,,,,,,,
Jonathan Moxey,,CB,,,,,,,,,,
Elijah Jones,,CB,,,,,,,,,,
Arthur Maulet,,CB,,,,,,,,,,
Cyrus Jones,,CB,,,,,,,,,,
Mark Webb,,DB,,,,,,,,,,
Jamal Peters,,CB,,,,,,,,,,
Phalen Sanford,,DB,,,,,,,,,,
Tiawan Mullen,,CB,,,,,,,,,,
Josh Norman,,CB,,,,,,,,,,
Mekhi Garner,,CB,,,,,,,,,,
Jordan Brown,,DB,,,,,,,,,,
Donald Celiscar,,CB,,,,,,,,,,
Caleb Offord,,CB,,,,,,,,,,
Dionte Ruffin,,DB,,,,,,,,,,
Domani Jackson,GB,CB,,,,,,,,,,
Elijah Mitchell,,CB,,,,,,,,,,
Anthony Chesley,,CB,,,,,,,,,,
Darnay Holmes,ATL,CB,,,,,,,,,,
J.T. Hassell,,DB,,,,,,,,,,
Jamal Carter,,DB,,,,,,,,,,
Devin Lafayette,,DB,,,,,,,,,,
Jaden Hicks,KC,DB,,,,,,,,,,
Brontae Harris,,DB,,,,,,,,,,
Jace Whittaker,,CB,,,,,,,,,,
Tigie Sankoh,,SS,,,,,,,,,,
Ironhead Gallon,,SS,,,,,,,,,,
Devin Hafford,,DB,,,,,,,,,,
Parker Robertson,,DB,,,,,,,,,,
Maurice Alexander,,LB,,,,,,,,,,
Ranthony Texada,,CB,,,,,,,,,,
A.J. Bouye,CAR,CB,,,,,,,,,,
Myles Jones,,CB,,,,,,,,,,
Tre Roberson,,CB,,,,,,,,,,
Triston Wade,,S,,,,,,,,,,
Clarence Lewis,,CB,,,,,,,,,,
Delonte Hood,,CB,,,,,,,,,,
Xavien Howard,,DB,,,,,,,,,,
Makari Paige,,DB,,,,,,,,,,
Ethan Bonner,MIA,CB,,,,,,,,,,
Allan George,,CB,,,,,,,,,,
KeiVarae Russell,,DB,,,,,,,,,,
Antonio Phillips,,CB,,,,,,,,,,
Morice Norris,,DB,,,,,,,,,,
Sean Murphy-Bunting,TB,CB,,,,,,,,,,
Joshua Williams,TEN,CB,,,,,,,,,,
Greedy Vance,LV,CB,,,,,,,,,,
Al'zillion Hamilton,,DB,,,,,,,,,,
Trey Rucker,,DB,,,,,,,,,,
Bishop Fitzgerald,DET,DB,,,,,,,,,,
D.J. Stirgus,,CB,,,,,,,,,,
Eli Apple,,CB,,,,,,,,,,
Chandon Sullivan,,CB,,,,,,,,,,
Tre'Davious White,,CB,,,,,,,,,,
Tevin Mitchel,,CB,,,,,,,,,,
Jordan Colbert,,DB,,,,,,,,,,
Ja'Qurious Conley,,DB,,,,,,,,,,
Starling Thomas,ARI,CB,,,,,,,,,,
Devin Moore,DAL,CB,,,,,,,,,,
Major Burns,MIA,DB,,,,,,,,,,
Keenan Isaac,,CB,,,,,,,,,,
Orion Stewart,,SS,,,,,,,,,,
Kareem Jackson,,DB,,,,,,,,,,
