player,team,pos,opp,solo,ast,sack,int,pd,tfl,ff,fr,def_td
Joe Tryon-Shoyinka,,LB,,,,,,,,,,
Ja'Mion Franklin,,DT,,,,,,,,,,
Malik Reed,,LB,,,,,,,,,,
Andrew Ankrah,,DE,,,,,,,,,,
Jahmeer Carter,,DL,,,,,,,,,,
Michael Bennett,,DE,,,,,,,,,,
Olasunkonmi Agunloye,,DT,,,,,,,,,,
Matthew Godin,,DE,,,,,,,,,,
Antwaun Powell-Ryland,,DE,,,,,,,,,,
Davond Dade,,DE,,,,,,,,,,
Zion Logue,CLE,DL,,,,,,,,,,
Monkell Goodwine,,DL,,,,,,,,,,
Damon Payne,,DT,,,,,,,,,,
Kyler Baugh,PIT,DL,,,,,,,,,,
Jamal Davis,,DE,,,,,,,,,,
Shaneil Jenkins,,DE,,,,,,,,,,
Jayson Jones,TB,DL,,,,,,,,,,
George Tarlas,,DE,,,,,,,,,,
Tyreek Johnson,,DE,,,,,,,,,,
Melvin Ingram,,LB,,,,,,,,,,
Ali Fayad,,DL,,,,,,,,,,
Nick Thurman,,DE,,,,,,,,,,
Kendall Futrell,,DE,,,,,,,,,,
Joshua Frazier,,NT,,,,,,,,,,
Isaiahh Loudermilk,NYJ,DE,,,,,,,,,,
Sterling Bailey,,DE,,,,,,,,,,
Carlos Davis,,DT,,,,,,,,,,
Simeyon Robinson,,DE,,,,,,,,,,
Ikenna Enechukwu,,DL,,,,,,,,,,
Darnell Leslie,,DE,,,,,,,,,,
Taven Bryan,,DE,,,,,,,,,,
Sam Meredith,,DE,,,,,,,,,,
Joe Evans,,DT,,,,,,,,,,
Anthony Goodlow,CAR,DE,,,,,,,,,,
Jonathan Kongbo,,DE,,,,,,,,,,
Antonio Valentino,,DT,,,,,,,,,,
Eric Crume,,DT,,,,,,,,,,
Mackendy Cheridor,,DE,,,,,,,,,,
Gary Smith,,DT,,,,,,,,,,
Stacy McGee,,DT,,,,,,,,,,
Khairi Clark,,DL,,,,,,,,,,
Vic Beasley,,DE,,,,,,,,,,
Eli Mostaert,,DT,,,,,,,,,,
Bryce Sterk,,TE,,,,,,,,,,
Mathieu Betts,,DL,,,,,,,,,,
Deslin Alexandre,,DE,,,,,,,,,,
Elijah Garcia,DAL,DT,,,,,,,,,,
John Atkins,,DT,,,,,,,,,,
Alex Gubner,,DT,,,,,,,,,,
Jessie Lemonier,,LB,,,,,,,,,,
Haason Reddick,,LB,,,,,,,,,,
Armon Watts,,DT,,,,,,,,,,
Jaleel Johnson,,DT,,,,,,,,,,
Zion Wilson,,DT,,,,,,,,,,
Rondell Bothroyd,,DT,,,,,,,,,,
Boogie Basham,,DE,,,,,,,,,,
Durrell Johnson,,DE,,,,,,,,,,
Mitchell Loewen,,DE,,,,,,,,,,
Ron'Dell Carter,,LB,,,,,,,,,,
Tyler Shelvin,,DT,,,,,,,,,,
Jereme Robinson,,DE,,,,,,,,,,
Spencer Waege,,DL,,,,,,,,,,
David Agoha,DEN,DL,,,,,,,,,,
Zach Carter,ARI,DL,,,,,,,,,,
Kyle Kennard,,DE,,,,,,,,,,
Sadat Sulleyman,,DE,,,,,,,,,,
Dewayne Hendrix,,DE,,,,,,,,,,
Olive Sagapolu,,DT,,,,,,,,,,
Darryl Johnson,,DE,,,,,,,,,,
Garrett Marino,,DE,,,,,,,,,,
Adrian Clayborn,,DE,,,,,,,,,,
Theiren Cockran,,DT,,,,,,,,,,
Kristian Williams,,DT,,,,,,,,,,
John Cominsky,,DE,,,,,,,,,,
Nyjalik Kelly,GB,DE,,,,,,,,,,
Sam Kamara,CLE,LB,,,,,,,,,,
Deyon Sizer,,DT,,,,,,,,,,
Josh Fuga,,DL,,,,,,,,,,
Devean Deal,,DE,,,,,,,,,,
Levi Bell,,DT,,,,,,,,,,
Iosia Iosia,,DE,,,,,,,,,,
Daniel McCullers,,DT,,,,,,,,,,
Ta'Quon Graham,,DT,,,,,,,,,,
Anthony Booker,,DT,,,,,,,,,,
Barryn Sorrell,GB,DE,,,,,,,,,,
Da'Jon Terry,,DL,,,,,,,,,,
Ethan Hurkett,,DL,,,,,,,,,,
Ulumoo Ale,,DT,,,,,,,,,,
Brandon Williams,,DT,,,,,,,,,,
Kevin Maurice,,DT,,,,,,,,,,
