player,team,pos,opp,solo,ast,sack,int,pd,tfl,ff,fr,def_td
LaDarius Wiley,,DB,,,,,,,,,,
Terrell Edmunds,,DB,,,,,,,,,,
Rasul Douglas,WAS,CB,,,,,,,,,,
Nick Cross,WAS,DB,,,,,,,,,,
Isaiah Johnson,,DB,,,,,,,,,,
Kalon Gervin,,CB,,,,,,,,,,
Ibraheim Campbell,,DB,,,,,,,,,,
Eddie Heckard,,CB,,,,,,,,,,
Hamsah Nasirildeen,,LB,,,,,,,,,,
Rodney Clemons,,DB,,,,,,,,,,
Caden Sterns,,DB,,,,,,,,,,
Quindell Johnson,,DB,,,,,,,,,,
Channing Stribling,,CB,,,,,,,,,,
Keith Taylor,,CB,,,,,,,,,,
Earl Thomas,,FS,,,,,,,,,,
Jarrod Harper,,SS,,,,,,,,,,
Danny Johnson,,CB,,,,,,,,,,
Jalen Elliott,,DB,,,,,,,,,,
Jermari Harris,,CB,,,,,,,,,,
Gabe Jeudy-Lally,,CB,,,,,,,,,,
Bradford Lemmons,,CB,,,,,,,,,,
Jordan Howden,NO,DB,,,,,,,,,,
Lewis Cine,,DB,,,,,,,,,,
Dan Jackson,,DB,,,,,,,,,,
Jaquarius Landrews,,DB,,,,,,,,,,
Adrian Phillips,,DB,,,,,,,,,,
Quincy Wilson,,CB,,,,,,,,,,
Michael Griffin,,DB,,,,,,,,,,
Steven Gilmore,,CB,,,,,,,,,,
JaTravis Broughton,,CB,,,,,,,,,,
Micah Abernathy,,FS,,,,,,,,,,
Charles Woods,NE,CB,,,,,,,,,,
Cedric Boswell,,DB,,,,,,,,,,
Marcus Allen,,LB,,,,,,,,,,
Duron Harmon,,DB,,,,,,,,,,
Mylan Hicks,,CB,,,,,,,,,,
Tye Smith,,CB,,,,,,,,,,
Alex Brown,,CB,,,,,,,,,,
Jaydon Grant,,DB,,,,,,,,,,
Willie Drew,,CB,,,,,,,,,,
Obi Melifonwu,,DB,,,,,,,,,,
Malik Golden,,SS,,,,,,,,,,
Aaron Davis,,SS,,,,,,,,,,
Rashard Robinson,,CB,,,,,,,,,,
Richie Grant,,DB,,,,,,,,,,
Trikweze Bridges,CIN,DB,,,,,,,,,,
DJ Daniel,NE,CB,,,,,,,,,,
