player,team,pos,opp,solo,ast,sack,int,pd,tfl,ff,fr,def_td
Margus Hunt,,DE,,,,,,,,,,
Xavier Holmes,NE,DL,,,,,,,,,,
Romeo Okwara,,LB,,,,,,,,,,
Roderick Henderson,TEN,DT,,,,,,,,,,
L.J. Fort,,LB,,,,,,,,,,
Evan Schwan,,DE,,,,,,,,,,
Gabriel Mass,,DT,,,,,,,,,,
Lowell Lotulelei,,DL,,,,,,,,,,
Aaron Adeoye,,LB,,,,,,,,,,
Desmond Evans,,DE,,,,,,,,,,
Josiah Coatney,,DT,,,,,,,,,,
Mason Reiger,PHI,DE,,,,,,,,,,
DaMarcus Mitchell,,DE,,,,,,,,,,
Jeremiah Pharms,NE,DT,,,,,,,,,,
Dominic Bailey,,DL,,,,,,,,,,
Damon Harrison,,DT,,,,,,,,,,
Jordan Carrell,,DT,,,,,,,,,,
Connor Wujciak,,DT,,,,,,,,,,
Takk McKinley,,DE,,,,,,,,,,
Evan Panfil,,DE,,,,,,,,,,
Matt Henningsen,DEN,DE,,,,,,,,,,
Damonic Williams,ARI,DT,,,,,,,,,,
Auzoyah Alufohai,,DT,,,,,,,,,,
Hassan Ridgeway,,DT,,,,,,,,,,
Woody Baron,,DT,,,,,,,,,,
Vernon Butler,,DT,,,,,,,,,,
James Smith-Williams,,DE,,,,,,,,,,
Bradyn Swinson,PIT,DE,,,,,,,,,,
Nate Orchard,,DE,,,,,,,,,,
Domata Peko,,DT,,,,,,,,,,
Akeem Spence,,DT,,,,,,,,,,
Montravius Adams,,DT,,,,,,,,,,
Alex Tchangam,,LB,,,,,,,,,,
Lonnie Phelps,,DE,,,,,,,,,,
Paul Boyette,,DE,,,,,,,,,,
Christian McCarroll,,DE,,,,,,,,,,
Calvin Heurtelou,,NT,,,,,,,,,,
Stacy Keely,,DE,,,,,,,,,,
Malcom Brown,,DT,,,,,,,,,,
Durndraus Bryant,,NT,,,,,,,,,,
Christopher Hinton,,DL,,,,,,,,,,
Justin Blazek,,DL,,,,,,,,,,
Terrell Lathan,,DT,,,,,,,,,,
Carlos Allen,,DT,,,,,,,,,,
Myquon Stout,,DE,,,,,,,,,,
Corey Peters,,DT,,,,,,,,,,
Jaylon Ferguson,,LB,,,,,,,,,,
Christian LaCouture,,NT,,,,,,,,,,
Isaac Rochell,,DE,,,,,,,,,,
Jeremiah Valoaga,,DE,,,,,,,,,,
Brandon Copeland,,LB,,,,,,,,,,
Nate Latu,,DE,,,,,,,,,,
Gabe Hall,,DT,,,,,,,,,,
Treyvon Hester,,DT,,,,,,,,,,
Derrick Nnadi,,DT,,,,,,,,,,
Chad Thomas,,DE,,,,,,,,,,
Daniel Ross,,DT,,,,,,,,,,
Walter Palmore,,DT,,,,,,,,,,
Rayshaun Benny,BAL,DT,,,,,,,,,,
Cassius Marsh,,LB,,,,,,,,,,
